geoid,lng,lat
21007,-88.9992558883392,37.0584819616925
17187,-90.6150103946299,40.8488167601124
20073,-96.2326122179414,37.8778247101812
21017,-84.2171505739225,38.2067345249495
21031,-86.6816233431512,37.2072845032177
26119,-84.1272209961212,45.0276110019607
21065,-83.9643112140223,37.6924442272743
21069,-83.6966560109385,38.3701181812826
20095,-98.1363358671696,37.5588983796363
21093,-85.9634481656453,37.6979237482779
21099,-85.8846912571501,37.2999300321364
21131,-83.3811275508591,37.0940686193472
21151,-84.2780042267978,37.7201825247528
20135,-99.9161527727777,38.4794284104065
20199,-101.763615972569,38.9166812079314
48011,-101.357383910208,34.9649429171654
21155,-85.2696360972302,37.5525360116012
21179,-85.4659580165212,37.8051540047839
17091,-87.8618312927595,41.1377102593717
17197,-87.9786424214834,41.4450427038251
18027,-87.0720446045788,38.7024060738727
29199,-92.1470265906666,40.4525909698777
29207,-89.9443055174441,36.8555987547441
30015,-110.435265087866,47.8805923459572
30023,-113.067924608573,46.0607308713194
30029,-114.049669787295,48.2951464007917
30039,-113.440362245657,46.4044860264348
48463,-99.7623011765091,29.3573073634156
18061,-86.111306829188,38.1951715250525
30071,-107.91325243446,48.2591862930433
20077,-98.0754831271809,37.1916225845605
20123,-98.2093697891757,39.3932664215108
01001,-86.6427301373947,32.5349229329281
01005,-85.3932097890257,31.8695814383623
24003,-76.6050683812192,39.0064627952125
18103,-86.0450497337529,40.7694563716566
01023,-88.2631798099791,32.0197717209757
19001,-94.4709664054588,41.3307404899305
56011,-104.569935909743,44.5885047803767
01035,-86.9936615072556,31.4292369302501
01051,-86.1491571553464,32.5966474982654
01055,-86.0347633269705,34.0452566702306
20085,-95.7936687545212,39.4168246354084
01065,-87.6291493665177,32.7626634581861
19169,-93.4650383918624,42.0362311759643
01089,-86.5502247163664,34.7630904735827
01113,-85.1849248674962,32.2883932425335
05115,-93.0341522189207,35.4476275804748
01117,-86.6606654130732,33.264277601125
02016,-106.606059970995,52.7979963162667
02130,-130.928809265176,55.5851617057199
02180,-164.02721167914,64.9110921426157
02282,-140.357687263942,59.8888952260802
05011,-92.162398239805,33.4664199333454
05015,-93.538238195497,36.3410196837526
05019,-93.1763667668939,34.0509706708516
01037,-86.2476616000114,32.9362430424933
05025,-92.1851889570672,33.8983731245741
08073,-103.513943053354,38.9880878499093
19189,-93.734130991227,43.3775101045715
05063,-91.5697087124007,35.7415724849761
08101,-104.512732163386,38.1735228876118
05067,-91.2145661028511,35.5992221107809
08121,-103.20124560436,39.9710175215587
20001,-95.3013594048305,37.8857209502154
05121,-91.0277085330957,36.3414590326538
08125,-102.424248491269,40.0029365462367
20009,-98.7564585523162,38.478963200301
06001,-121.888867476557,37.6468932275854
29203,-91.4004631498257,37.1573611495255
06003,-119.820669746181,38.5971967673988
06005,-120.651093333409,38.4463914903627
06013,-121.92778819107,37.9191223369272
06019,-119.649307237092,36.7581976398146
06023,-123.875628865908,40.6992975406422
06033,-122.753189886864,39.0996172074528
06037,-118.224809984163,34.3207429592211
06047,-120.717652312888,37.1918898649777
06057,-120.768451073429,39.3013630597534
31035,-98.0512863927041,40.5244347379317
06081,-122.32901654128,37.4228974305997
06085,-121.695126306595,37.2317850298129
06115,-121.351264263128,39.2690071832973
48253,-99.8787514254834,32.739893455294
08013,-105.357729612622,40.0924885523253
31037,-97.0864674690928,41.5740108466491
08029,-107.862889158219,38.8613591537616
08049,-106.118330459653,40.1026307653602
20015,-96.8390417978297,37.7812381907836
08077,-108.466442363988,39.0183015237993
08083,-108.596577131302,37.3385624906621
20025,-99.820303986353,37.235512535222
08091,-107.76927130278,38.1554651432671
09009,-72.9320776188848,41.4104780482146
20029,-97.6492578730064,39.4802932779982
11001,-77.0162938383666,38.9047339354987
36013,-79.3663426488305,42.2281648974838
36029,-78.7323171924518,42.7639513902001
12009,-80.732270502216,28.293721855654
12023,-82.6215392879257,30.224248045877
15009,-156.564846295469,20.8596401135378
16059,-113.933252015092,44.9432557461301
16073,-116.169915436844,42.5814996377642
35059,-103.470999286068,36.4816004683601
12039,-84.6136245400807,30.5794780830099
12055,-81.3410383039194,27.3432943393788
12065,-83.8952923758476,30.4374892906535
12073,-84.2778966904539,30.4580408223933
12095,-81.3235124105032,28.5144246520651
12107,-81.7443034544447,29.6086524850332
17075,-87.8243385145013,40.7472432353318
20207,-95.7401343562269,37.8866968760843
12123,-83.6035270135531,30.0470127400467
12127,-81.1819206464182,29.058420690483
18035,-85.3968998358106,40.2275455635644
12131,-86.1696556786078,30.6435816584673
18067,-86.1169593860795,40.4836075322732
18083,-87.4180246740044,38.6890699422532
18159,-86.0518514685271,40.311344315136
12133,-85.6653326437579,30.6106011739322
24005,-76.6392918794445,39.4627114258264
24017,-76.9921618524093,38.5072945950516
13009,-83.2495557028033,33.0692662060407
55113,-91.1445439052323,45.8799767674683
56029,-109.587921373998,44.5204648237337
13027,-83.5802012781608,30.8419808908137
13103,-81.3413517784205,32.3672862678004
13121,-84.466990863304,33.7902819359464
40013,-96.2597927219005,33.9623261667684
13141,-83.000672587714,33.2704513714887
13149,-85.1283360822738,33.2970394184972
13179,-81.4947295706351,31.828090427969
48411,-98.8175868295934,31.1552013235964
13183,-81.7456951686717,31.7525552013774
48429,-98.8361839578216,32.7358716309113
48449,-94.9656853611687,33.2165811711417
13189,-82.4813666150454,33.4828616397909
19075,-92.7914290125834,42.4018653240276
13209,-82.534773578332,32.173393679756
13229,-82.2127628111297,31.3587696068648
19113,-91.5990261256698,42.0789586982603
19147,-94.6781319209072,43.0820888328472
13267,-82.058129430633,32.0457976548329
13271,-82.9390113730818,31.9298058701554
19195,-93.2608534388067,43.3773759828539
13291,-83.9907166277693,34.8340873498764
20069,-100.437883600729,37.7381820275618
13305,-81.9167249084287,31.5514475245528
13319,-83.1712380756294,32.8023819246602
15007,-159.596348782204,22.0396253679868
16015,-115.730363190795,43.9891301676707
20143,-97.6502115374918,39.1325316154449
20181,-101.719984052672,39.3514490562517
16023,-113.17206737203,43.7229121870266
27085,-94.2724008926568,44.8235566272204
16025,-114.805767397927,43.4633293689521
16027,-116.709312589037,43.6251368655445
16037,-114.281728097518,44.2411259059694
16039,-115.469297196622,43.3539551430586
16043,-111.481940337621,44.228791728032
16061,-116.426315059243,46.237000971122
16063,-114.138273903489,43.0023726962925
16085,-115.566337404203,44.7666070570565
19175,-94.2423488295839,41.0277280222956
20053,-98.2047604807401,38.6966385339844
48025,-97.7411666568279,28.4173714868772
46067,-97.7544234687182,43.3348655247443
48035,-97.6343361854178,31.9003849039225
06039,-119.762670445412,37.217992102741
48309,-97.2017796577292,31.5523762685873
48053,-98.1824466751031,30.788340885511
45059,-82.005946082793,34.4835690455117
48337,-97.7246397242625,33.6756830987278
48355,-97.6130423059497,27.72553963711
48055,-97.6199943338311,29.837092249942
48051,-96.6214018608039,30.492443890191
20003,-95.2933389994408,38.2141808373653
48083,-99.4536342472834,31.7732072715198
29057,-93.8502694837907,37.4320646091911
48263,-100.777624297398,33.1813126914558
48273,-97.7272829826362,27.4337065430167
20047,-99.3121571045855,37.8876146078431
29143,-89.6517411108269,36.5945908843514
48383,-101.523092607296,31.3661132861838
48405,-94.1681865268095,31.3942177445309
51720,-82.626243863615,36.9314157635319
29157,-89.8244424210893,37.7071583146988
56031,-104.96593378653,42.1329548277956
38027,-98.9016250163435,47.7175859411926
29189,-90.4433471368666,38.6405352418629
30057,-111.920276163073,45.3006957264987
30077,-112.936109443519,46.8563510023446
30085,-105.016407580492,48.2945072823339
30087,-106.730705297421,46.2297014690711
30105,-106.667461300149,48.3652650736563
31091,-101.135320153778,41.9160656730387
53065,-117.855160558961,48.3990998238199
20119,-100.36625100048,37.2381319505196
21189,-83.683097324683,37.4191996389387
21195,-82.3958231891271,37.4690704000616
21217,-85.3279264731292,37.3664656964579
21237,-83.4931661552758,37.7393192250084
21239,-84.7436019380123,38.0423865087175
22001,-92.4119841455808,30.2905364805327
22009,-92.0013856759906,31.0762377167047
38003,-98.0715682428394,46.9361090373381
22011,-93.3433685524291,30.648458659039
22029,-91.6400695789172,31.4458557588644
22031,-93.7372461596379,32.0554353492925
22033,-91.0956031546616,30.538251256349
22047,-91.3493384410688,30.2584899628099
28017,-88.9478559958332,33.9207949602052
48419,-94.1449598715694,31.7924183045483
54083,-79.8757883557112,38.7747536246038
06063,-120.83854565297,40.0046384344387
48129,-100.8139823352,34.9654371058963
48313,-95.9284223173896,30.9655420298449
22071,-89.9288316674833,30.0686862005744
51740,-76.3540427281475,36.8468389199996
22081,-93.3398654240742,32.0931329549297
22099,-91.6083033371982,30.1290892108624
22119,-93.3349740823823,32.7134694946966
23013,-69.1685693088215,44.1410423932098
55085,-89.5218082925726,45.7055555862063
23015,-69.5435046747539,44.066382526077
18129,-87.8684596110834,38.0218179317255
18143,-85.7474802861683,38.6850742189832
18147,-87.007669509587,38.014096395973
19045,-90.5319656342773,41.8980286760923
19083,-93.2403975421906,42.3838738801468
21061,-86.2384222216791,37.208798627219
19111,-91.4792547054729,40.6419998378854
31167,-97.1939119636375,41.9169353099221
20131,-96.0140804799972,39.7834115235789
34003,-74.0742308125148,40.9596224153068
18171,-87.3533018880393,40.3469371818491
34007,-74.9597288598136,39.8035098981005
18177,-85.0098382434736,39.8643823553559
34013,-74.2470497462489,40.7872269560727
40093,-98.5359565034121,36.3116435878308
34023,-74.4117026414076,40.4391531676627
29223,-90.4614054316989,37.1126465136052
34041,-74.997327388498,40.8571622766243
38079,-99.8409663310525,48.7724542866197
35007,-104.646840204162,36.6061386940322
35011,-104.412023313444,34.3424518705605
35051,-107.192406962422,33.1304958667483
19097,-90.5742502864608,42.1717354679093
36043,-74.9625255361898,43.4197052047129
36045,-75.9209794104016,44.049441810465
19141,-95.6249137871339,43.0837570408213
19055,-91.367334486678,42.4712119692007
36047,-73.938526800168,40.6395406700796
36053,-75.6696486278758,42.9127659112476
19073,-94.3968340653807,42.0362415330677
19079,-93.70679229401,42.383750696785
36065,-75.4358510906381,43.2417358570886
36077,-75.0325988273155,42.6337462628635
36081,-73.8202703418318,40.7022838576488
20141,-98.7679472845605,39.3503303422879
36091,-73.8638977192557,43.1073796197262
36115,-73.4307521395262,43.3137130488892
