block,avg_lat,avg_lng
CLAY ST 2400,37.7909123993103,-122.433391264138
GEARY ST 100,37.7877986971428,-122.405718818095
STONECREST DR 200,37.7259044183333,-122.474211766667
BANCROFT AVE 1500,37.724909232,-122.391520904
MEADOWBROOK DR 0,37.7332580324444,-122.484575531556
AVALON AVE 0,37.7273513333333,-122.43214512
NORIEGA ST 3600,37.7530251941667,-122.502829155833
MORAGA ST 3100,37.7552490622222,-122.496411218889
DETROIT ST 400,37.731088873125,-122.44435699
SCHWERIN ST 300,37.70894710875,-122.41213863375
VALLETTA CT 0,37.7368480996154,-122.444560493846
BUCKINGHAM WAY 200,37.7269174854098,-122.479380711639
24TH AVE 1400,37.7605477756098,-122.48226053878
WILLOW ST 200,37.78332978,-122.42171972
SUTTER ST 700,37.788667486087,-122.412658524783
OCEAN AVE 1100,37.7234627458824,-122.45433156
SLOAT BLVD 2100,37.7341521633333,-122.497324471111
CALIFORNIA ST 6800,37.7833809,-122.490891383333
RETIRO WAY 0,37.8048120857692,-122.437990087692
GRAYSTONE TER 0,37.7586066728571,-122.447417649048
JONES ST 1300,37.7937182,-122.414358843333
BAKER ST 2000,37.789949932,-122.444220638667
APPLETON ST 1200,37.8010692008333,-122.471338665
GEARY BLVD 4100,37.7812051536842,-122.463684486842
EMMETT CT 100,37.7470354,-122.416057188
02ND AVE 100,37.7860683494737,-122.460320664474
JUDAH ST 3500,37.7605836010526,-122.500010971053
KOBBE AVE 1300,37.7986626883333,-122.472549123333
SPRINGFIELD DR 0,37.7330965278125,-122.488099717188
OAKDALE AVE 1200,37.7306287666667,-122.382871195
WAYLAND ST 1500,37.7229208775,-122.417491915
HAYES ST 700,37.775953818125,-122.42873344125
LYDIA AVE 0,37.7273537628846,-122.398016473077
ALABAMA ST 1300,37.750184405,-122.410773635208
PRECITA AVE 100,37.7471602866177,-122.417097742794
UTAH ST 700,37.75990792,-122.40568783
MISSION ST 3100,37.7466492830909,-122.419124559818
PENNSYLVANIA AVE 600,37.7584645858696,-122.393148664783
CERRITOS AVE 0,37.7265984096,-122.4677179792
FITZGERALD AVE 1300,37.7223844363158,-122.393886114737
PACHECO ST 2700,37.7499048644444,-122.489569681111
ORTEGA ST 3100,37.7514927971429,-122.49715279
PENNSYLVANIA AVE 0,37.76556181,-122.39422104
25TH ST 4000,37.7498866213726,-122.430658504314
OAKDALE AVE 1400,37.7330229951111,-122.387505643778
DONNER AVE 1800,37.7283088165217,-122.400880597391
STILLMAN ST 100,37.7808142875,-122.397280615
GIRARD ST 900,37.7206943830435,-122.401850967826
CESAR CHAVEZ ST 3100,37.7481960003226,-122.412778740968
CALIFORNIA ST 4900,37.784584639375,-122.47039951125
CONGO ST 500,37.7337208576,-122.4420256788
47TH AVE 1300,37.7613069603571,-122.50704294125
34TH AVE 2300,37.7432825766667,-122.491827725
HALE ST 200,37.7317093179412,-122.409973992353
DONNER AVE 1600,37.72421394,-122.393636665
BAYSIDE DR 1200,37.8302094358333,-122.376217120833
CLAY ST 1300,37.7930640358333,-122.415316833333
TUNNEL AVE 100,37.7126601521429,-122.400302104286
JOHN F KENNEDY DR 1400,37.76936351,-122.494359985
JASPER PL 100,37.8010448513158,-122.408445701842
PRESIDIO AVE 800,37.7838599309091,-122.445961812727
34TH AVE 2000,37.74890896125,-122.491939841667
WASHINGTON BLVD 1400,37.7940806145455,-122.474108575455
15TH ST 500,37.7674176,-122.40621585
FULTON ST 0,37.77963219,-122.41442183
TENNESSEE ST 1600,37.750981882,-122.388624312
PACIFIC AVE 1900,37.7942750552941,-122.427322992353
40TH AVE 2400,37.7410634725,-122.498082151364
MISSION ST 5600,37.7109670157576,-122.447631030909
04TH ST 900,37.77536973,-122.39309738
BURROWS ST 500,37.727732865,-122.408592298571
QUINT ST 1600,37.7358915764,-122.3976506608
HAYES ST 1600,37.7743165140816,-122.443676602653
BRYANT ST 2500,37.7537374184906,-122.409226069057
DEVONSHIRE WAY 0,37.754876655,-122.46098627
OAK ST 300,37.7744892571429,-122.425106563929
CONGO ST 0,37.729579342,-122.442271242
ONEIDA AVE 300,37.7222725475,-122.444560905
AMAZON AVE 500,37.7157300275,-122.4357831925
DORCAS WAY 100,37.7375407675,-122.449393225
PACHECO ST 3000,37.74999019,-122.492834474
DOUBLE ROCK ST 100,37.71953473,-122.38820407
CORTLAND AVE 800,37.7389775461111,-122.414295392222
EUCALYPTUS DR 500,37.73093298,-122.47840297
DE HARO ST 200,37.76658144,-122.401988965
38TH AVE 1500,37.7580038297826,-122.497165411087
CALIFORNIA AVE 0,37.81786182,-122.37206998
SCOTT ST 3600,37.8034195018182,-122.441874671818
BACON ST 400,37.72653246,-122.406982775
SANCHEZ ST 1600,37.7428251232258,-122.428844034194
CRESCENT AVE 0,37.7353278326316,-122.423484382895
44TH AVE 2500,37.7390526335135,-122.502276015135
LAWTON ST 2900,37.7570586475,-122.494407015
ALABAMA ST 300,37.764806152,-122.412391856
BUENA VISTA AVE 400,37.7659238269445,-122.441572613889
TURNER TER 0,37.7566294357143,-122.395168470952
PIERCE ST 2600,37.79447235625,-122.43835998875
AMAZON AVE 600,37.71541718,-122.4347939
WINTER PL 0,37.7997045842857,-122.411957597143
40TH AVE 500,37.7782054220455,-122.500690583409
PARNASSUS AVE 500,37.7635692666667,-122.45879756
DELMAR ST 0,37.7682533292308,-122.445777314154
NOE ST 1200,37.7489820878846,-122.431552518846
46TH AVE 1400,37.7593998116279,-122.505850996977
43RD AVE 2400,37.7410773285714,-122.501350633878
WHIPPLE AVE 200,37.712450908,-122.44982585
MORAGA ST 2400,37.7556077544444,-122.488845147778
FOLSOM ST 1400,37.7721790885714,-122.413345957143
HOLLOWAY AVE 100,37.72188969875,-122.454591044583
GOLD MINE DR 100,37.7427729418919,-122.438998367027
NORIEGA ST 4100,37.7527684042857,-122.507956275714
GENEBERN WAY 200,37.7324759081818,-122.425299251818
CLARA ST 100,37.780150201,-122.4015041295
CAMP ST 0,37.7640580510714,-122.423396412857
26TH ST 4100,37.7481444520408,-122.43276957
FLOOD AVE 200,37.7299074143902,-122.445341745122
VICKSBURG ST 100,37.7527054622222,-122.428639540278
LAGUNA ST 3400,37.80290259,-122.43101577
TUCKER AVE 0,37.7154969398214,-122.404540584643
FLORIDA ST 300,37.765015455,-122.41148902
BUCHANAN ST 1700,37.7861217242857,-122.429948240476
CASTRO ST 300,37.7635485854054,-122.435314024054
01ST ST 300,37.78667274125,-122.39390493375
OCTAVIA ST 1900,37.790189148,-122.427370628
LAGUNA ST 2300,37.7926853,-122.429834669
AVALON AVE 500,37.72546485,-122.42810601
MONTCALM ST 300,37.7456292253571,-122.409568344286
GREEN ST 2100,37.7963492280769,-122.434720331154
MARKET ST 2400,37.76263008,-122.435764832857
FRIDA KAHLO WAY 200,37.7287118475,-122.45249284875
ULLOA ST 2800,37.7408048269231,-122.486879595385
22ND AVE 2500,37.7401217242105,-122.478714133421
VICENTE ST 600,37.7394162925,-122.4737867975
ILLINOIS ST 1400,37.75344731,-122.38669718
MARIN ST 900,37.749212465,-122.386091005
VIENNA ST 100,37.72588751,-122.426284518947
19TH ST 1100,37.76140553,-122.393939563333
BAKER ST 1300,37.7834063726316,-122.442983658421
BAY SHORE BLVD 0,37.745158985,-122.40346156
RUSSIA AVE 1200,37.716667355,-122.427277945
25TH AVE 1200,37.7642344102041,-122.483607188571
SPEAR ST 400,37.788236594,-122.389026358
GOLDEN GATE AVE 2700,37.7768563552273,-122.456079723636
TEHAMA ST 700,37.7750677681481,-122.41191603
QUINTARA ST 3500,37.7474740614286,-122.503408862857
COLE ST 700,37.767652596,-122.4503456355
SILVER AVE 1100,37.7297256273684,-122.413242247895
SANCHEZ ST 500,37.760358785,-122.4305334356
CHRISTOPHER DR 300,37.7544144736842,-122.459062568421
DIVISADERO ST 1300,37.7819662447059,-122.439257322941
CAPP ST 900,37.7514447208108,-122.417259236892
RIVERA ST 3700,37.745438565,-122.50647125
31ST AVE 1500,37.7584644890625,-122.489775430625
VICENTE ST 1200,37.739019852,-122.4802620496
CLARENDON AVE 0,37.7588653168293,-122.449985863902
EUGENIA AVE 100,37.7415319969231,-122.420532157692
PANORAMA DR 200,37.7489953823077,-122.452198377692
UPLAND DR 0,37.728725325,-122.46138347875
BATTERY DYNAMITE RD 1300,37.801038274,-122.476430506
GRANT AVE 1500,37.8011439388095,-122.40767416619
43RD AVE 1900,37.7502622757778,-122.501977604
BUSH ST 1400,37.7885972545,-122.4210666
SCOTT ST 1800,37.786823878,-122.4385419224
FAIR OAKS ST 100,37.7543342922951,-122.424088371967
MADRID ST 300,37.7239672374359,-122.431035692308
POTRERO AVE 300,37.7653069383333,-122.4073143975
04TH ST 1400,37.77068073,-122.39106819
OWENS ST 1600,37.7679156983333,-122.394374273333
FILBERT ST 700,37.8010442233333,-122.412088065238
EASTMAN ST 0,37.7986461266667,-122.42004907
MERCHANT ST 600,37.7948266425,-122.4040614675
TREAT AVE 1200,37.7501086178948,-122.412997158947
19TH ST 3000,37.76054579,-122.412187125
JEFF ADACHI WAY 0,37.7740565678261,-122.403355303478
QUARRY RD 800,37.79494,-122.457170331
MENDELL ST 1000,37.7367104771429,-122.388307507143
OAK ST 500,37.7743427446154,-122.428385668718
38TH AVE 2600,37.7374738338298,-122.49571259383
BRYANT ST 1900,37.762366485,-122.410074671667
25TH ST 4700,37.7492172505,-122.44209137
KENSINGTON WAY 200,37.7425821145454,-122.461636123636
LENOX WAY 100,37.7419330035294,-122.465696911176
DODGE ST 0,37.7821042642857,-122.416840885714
LINCOLN WAY 4500,37.763897135,-122.5066413075
16TH ST 2000,37.765774185,-122.40688282875
ULLOA ST 1600,37.7412409676471,-122.473936295294
MABINI ST 0,37.78249836,-122.39999567
RUGER ST 500,37.79717013,-122.447780586667
GROVE ST 1200,37.7760955061905,-122.437200165238
15TH AVE 1900,37.7516813565217,-122.471942816522
05TH AVE 1500,37.7598721676471,-122.461181472353
45TH AVE 1700,37.7539951172093,-122.504398442326
CHENERY ST 1000,37.7358536923077,-122.439294311538
EMERALD COVE WAY 100,37.7128213722222,-122.395345576111
MONTCALM ST 0,37.7471708306667,-122.406048135333
43RD AVE 1800,37.7520530278049,-122.502111551463
15TH ST 1800,37.7663587123077,-122.425108542051
CENTRAL AVE 400,37.7737657503846,-122.444346751923
SACRAMENTO ST 2500,37.7897722226471,-122.434875543529
ELIZABETH ST 700,37.7518722525,-122.437523637679
SAN JOSE AVE 500,37.7468680446154,-122.421738676154
JERSEY ST 300,37.7505321691304,-122.43286120913
HAWES ST 2500,37.72034873,-122.38935684
ANDOVER ST 700,37.7339244444186,-122.416910811163
RIVERA ST 500,37.74701593,-122.47211301375
15TH AVE 0,37.786714801579,-122.474234506842
GUERRERO ST 600,37.7608108062903,-122.423778981452
SILLIMAN ST 900,37.7288712676923,-122.41448729
09TH AVE 200,37.7837277910345,-122.467687900862
AMBER DR 100,37.7448363003333,-122.445078324667
MINNA ST 500,37.7796696736,-122.409137528
ESCOLTA WAY 100,37.7379526844,-122.489171684
SAN BRUNO AVE 4100,37.71266451,-122.40217906
CORTLAND AVE 900,37.7389782223529,-122.413687012941
09TH ST 100,37.7756392968421,-122.414115443684
JOOST AVE 300,37.73234618,-122.443334577317
BAY ST 2100,37.8019073852632,-122.442358791579
WARREN DR 0,37.7544309630435,-122.45652280913
CLEMENT ST 1300,37.782567845,-122.473676875
RAE AVE 0,37.7120860064,-122.4481874748
VALLEJO ST 1200,37.7974129348,-122.4179155208
REVERE AVE 2200,37.7384420645455,-122.40223795
POLK ST 2500,37.8001013185417,-122.422637525417
DIAMOND HEIGHTS BLVD 5600,37.7383075676191,-122.438759036429
12TH ST 300,37.7704222063158,-122.414115443684
PERALTA AVE 100,37.7470972463415,-122.408028481951
LINCOLN WAY 2000,37.7651110490909,-122.479956620909
TIFFANY AVE 100,37.744839695,-122.421499485714
HOWARD ST 1200,37.77564547,-122.412238379688
GETZ ST 0,37.7195264675,-122.4526131625
MERRILL ST 200,37.73178034,-122.40893592
43RD AVE 1300,37.7615402388889,-122.502823957333
HARKNESS AVE 400,37.7181413259259,-122.406096511111
20TH ST 2000,37.7598476225,-122.401577895
OAK PARK DR 200,37.7545410711111,-122.457011362222
29TH AVE 1700,37.7546938957895,-122.487280838947
CARROLL AVE 2000,37.7297642816279,-122.401731948372
BENTON AVE 600,37.73383935,-122.41739064
CASTILLO ST 0,37.7088706985417,-122.4178527925
BOWDOIN ST 1200,37.7204469267857,-122.408326806786
MISSOURI ST 900,37.7553522966667,-122.395450356667
NORIEGA ST 400,37.754784398125,-122.468375871875
ENCLINE CT 100,37.7418817794737,-122.448317193158
CECILIA AVE 2300,37.7444710396,-122.4721741784
HARDIE AVE 0,37.7969636033333,-122.458625123333
WAWONA ST 1200,37.737514355,-122.4801427
25TH AVE 2200,37.7455966070213,-122.482322385532
MARIPOSA ST 700,37.76444982,-122.390958885
21ST ST 3100,37.7572150878571,-122.417969476786
DALEWOOD WAY 100,37.7376003403704,-122.456460303333
CAYUGA AVE 1600,37.715769126087,-122.447494148261
23RD ST 3400,37.7534752,-122.4212389225
FOLSOM ST 1900,37.7664662409524,-122.415773721429
OAK ST 200,37.7748688534146,-122.423444183659
PENINSULA AVE 300,37.711133569,-122.399243982
KENWOOD WAY 300,37.72840922,-122.46421517
ALABAMA ST 700,37.7597257666667,-122.41180239
OXFORD ST 300,37.7255480312903,-122.419138216129
PERALTA AVE 200,37.745927346,-122.409014662
WEST POINT RD 200,37.73535060875,-122.37875370375
08TH TI ST 600,37.82478377,-122.36913967
BEVERLY ST 100,37.7186627071053,-122.471679026842
JESSIE ST 0,37.78950504,-122.399178235
JASON CT 0,37.7961369828571,-122.407448294286
SIMONDS LOOP 500,37.7960196629412,-122.449349215294
CAMBON DR 100,37.716744545,-122.474304334375
STEINER ST 900,37.7780059014286,-122.433462526667
THOMAS AVE 1500,37.7298973131915,-122.390403496383
CRESPI DR 0,37.71975561,-122.47633609
GEARY BLVD 5100,37.780635505,-122.474594842333
EL VERANO WAY 100,37.7308239478571,-122.461339107857
AVALON AVE 700,37.7249010423077,-122.426454109231
DIAMOND HEIGHTS BLVD 5200,37.7439729833333,-122.439272080833
BRANNAN ST 600,37.7757449982759,-122.400163055172
RANDALL ST 200,37.7400679488679,-122.428772620377
MIRAMAR AVE 600,37.7285427275862,-122.458223865862
HEAD ST 200,37.7111961316667,-122.464291985
BEACH ST 1700,37.8042179927027,-122.4383815
LYON ST 2600,37.79504899,-122.446805491
TOCOLOMA AVE 400,37.70988962,-122.39906432
CHINA BASIN ST 700,37.77167237,-122.3931585
CRAGS CT 0,37.7410354378947,-122.439827568421
GREENWICH ST 100,37.80285983,-122.40260315
NAYLOR ST 0,37.7110958426667,-122.433876824667
DIAMOND HEIGHTS BLVD 5100,37.7467803778846,-122.441174930385
CHENERY ST 200,37.7379418990625,-122.426606661406
16TH ST 400,37.76697326,-122.388345545
BACON ST 1500,37.72389006375,-122.4179009775
OCEAN AVE 4300,37.731911195,-122.490157745
TENNESSEE ST 1000,37.7587078666667,-122.389288145385
ELLINGTON AVE 500,37.7107179334783,-122.448796846522
JARBOE AVE 900,37.73814457,-122.410693585
CASTLE ST 0,37.8004793670968,-122.405135545161
GEARY BLVD 3100,37.7816978404878,-122.452605826342
BACHE ST 0,37.7343687695238,-122.417533022857
WAYLAND ST 700,37.724898162,-122.409765564
CRESCENT AVE 600,37.7349461083333,-122.41523761
KIRKHAM ST 2800,37.7593040128572,-122.491339294286
CLAY ST 1700,37.792358535,-122.421683227
BRENTWOOD AVE 100,37.7339859985,-122.457827211
CALIFORNIA ST 100,37.7936529125,-122.3981547475
JONES ST 400,37.7853582275,-122.41294200625
WEBSTER ST 1100,37.78116351,-122.430609346667
09TH AVE 2100,37.7486640127778,-122.464788932778
PALOU AVE 1900,37.7377312555814,-122.397447909767
ALABAMA ST 1600,37.7461962176923,-122.410595628461
NIAGARA AVE 300,37.7190872941935,-122.446613073226
CLARENDON AVE 1000,37.752290545,-122.46136204
LINCOLN WAY 2500,37.7648724633333,-122.485193363333
FULTON ST 6100,37.7721541125,-122.4975828025
KANSAS ST 900,37.7579044803226,-122.402843775161
CLAY ST 3800,37.7878908419355,-122.456310693548
PARKER AVE 200,37.7807123909091,-122.453964616061
16TH AVE 2400,37.7422080826316,-122.472416538158
BURNETT AVE 700,37.7503472388889,-122.445160081111
CLAY ST 1800,37.792006891,-122.423617431
CHURCH ST 800,37.7573507126667,-122.428041059
BRAZIL AVE 400,37.7230115223529,-122.431181344118
HOLLOWAY AVE 400,37.7218000016667,-122.457659942222
ROME ST 300,37.7161526047059,-122.448024031765
LAKE ST 100,37.7868377812,-122.4609677948
HAMPSHIRE ST 500,37.7626977025,-122.4085938
FULTON ST 1100,37.7773917769565,-122.435761848696
FLORIDA ST 1600,37.7471514434483,-122.40910851069
BEHR AVE 100,37.75739232,-122.45485235
OCEAN AVE 0,37.7239220476191,-122.436769542857
HOLLOWAY AVE 600,37.7219155158333,-122.459676354167
MANCHESTER ST 100,37.7445295572222,-122.414126377778
UNION ST 2300,37.7967997408108,-122.438059844595
43RD AVE 2200,37.7447001944681,-122.501603690851
QUINTARA ST 1600,37.7481439425,-122.48303338
UNION ST 600,37.8001250336364,-122.409939989091
MISSION ST 3900,37.7345920944444,-122.42548484037
SCHOFIELD RD 600,37.80010517,-122.4686850425
MCKINNON AVE 2200,37.742964398,-122.401770317
ANZA ST 800,37.7800389518182,-122.455274179091
KEITH ST 2900,37.72280766,-122.39502243
STONERIDGE LN 100,37.7104642619445,-122.425951826389
LOOMIS ST 200,37.73940182,-122.40522117
OFARRELL ST 900,37.784651565,-122.420142275
BRUNSWICK ST 200,37.711300304,-122.440631582
BIRMINGHAM RD 1000,37.80201452,-122.45105749
GRANT AVE 800,37.79468667375,-122.40640655925
KIRKHAM ST 300,37.76038005625,-122.464487791875
JACKSON ST 1300,37.7946059278947,-122.417297528158
ALVARADO ST 600,37.7535803880556,-122.435467497778
SANSOME ST 900,37.79902228,-122.4022295825
TERESITA BLVD 0,37.7442612016,-122.4512838116
BALBOA ST 2600,37.77619297,-122.487218032857
09TH AVE 1800,37.7538333516923,-122.465608710769
HOWARD ST 1000,37.7788195735556,-122.408389251778
PACIFIC AVE 2700,37.79258051875,-122.4404176875
CESAR CHAVEZ ST 3300,37.7480764553846,-122.416785966667
TINGLEY ST 0,37.7287802681818,-122.43293763
11TH ST 200,37.772464684,-122.4149558636
MASONIC AVE 1300,37.7683616287143,-122.444934200143
WILMOT ST 0,37.7876349953333,-122.432730886
CLAY ST 1100,37.7936250455556,-122.411901765278
TURK ST 1000,37.781012205,-122.425791105
MARNE AVE 0,37.73964572375,-122.45913761875
CHESTNUT ST 800,37.8032799176923,-122.417452697308
FULTON ST 2700,37.77424423625,-122.46110651125
GREAT HWY 1600,37.7554711594737,-122.508465949474
YOSEMITE AVE 1500,37.7264883288235,-122.390616432353
VERMONT ST 100,37.7678563466667,-122.40471502
WEST PORTAL AVE 300,37.7373354634615,-122.469727207308
WESTMOORLAND DR 100,37.731484796,-122.490611354
INVERNESS DR 100,37.7317537845833,-122.48273052625
KIRKHAM ST 2400,37.7593872975,-122.487042625
GARFIELD ST 100,37.719761605,-122.46408757
PIERCE ST 1700,37.7860767046154,-122.436670294615
23RD ST 4200,37.7526603734043,-122.437550923404
LAGUNA ST 1300,37.7833850325,-122.428280344375
MELROSE AVE 500,37.733586553,-122.4531516995
CONNECTICUT ST 200,37.7631218778723,-122.39754572766
18TH ST 1500,37.7625697858823,-122.398039405882
GREENWICH ST 1000,37.8015069371429,-122.416809367619
WINSTON DR 0,37.7268443025,-122.4728316875
CAPITOL AVE 600,37.7161978357143,-122.459108097143
POWELL ST 600,37.79069779,-122.408916126667
COTTER ST 200,37.7295639109524,-122.436713675
17TH ST 3300,37.7633177882609,-122.420471743478
SUNNYDALE AVE 1600,37.7121153262162,-122.416736637568
43RD AVE 1500,37.7576409905882,-122.502643033824
FOERSTER ST 200,37.7302707188889,-122.4490889
ORTEGA ST 1400,37.7523009011111,-122.47900743
08TH AVE 300,37.7820696211539,-122.466350701538
FULTON ST 1000,37.7775227135714,-122.434282193571
EGBERT AVE 1100,37.7188042333333,-122.385581593333
OCEAN AVE 1200,37.723798084,-122.455534794
SUNNYDALE AVE 900,37.7104169441667,-122.410848385
BENTON AVE 400,37.7339802466667,-122.418624372222
CLAY ST 2700,37.7899271766667,-122.438441340556
OSHAUGHNESSY BLVD 100,37.7436101827273,-122.450489346364
BUCHANAN ST 3000,37.7980660384615,-122.432308696923
TURK ST 1100,37.7809229837838,-122.428085931622
POINT LOBOS AVE 300,37.7801102758333,-122.5070100925
STANYAN ST 1100,37.7634380267742,-122.452380552097
GATEVIEW CT 0,37.74839242375,-122.46679352
HOLLOWAY AVE 300,37.721806008,-122.456708873
LATHROP AVE 300,37.7103465475,-122.39894912
LANSDALE AVE 200,37.7369239827273,-122.459744331818
LAGUNA HONDA BLVD 800,37.74381643,-122.45632454125
HUNTERS POINT BLVD 400,37.73494625,-122.37557224
GROVE ST 100,37.77813859,-122.4190224825
CHESTNUT ST 1200,37.8025115892593,-122.423757061111
KIRKHAM ST 1200,37.7599441965217,-122.474126026087
SURREY ST 300,37.7358876767742,-122.437507385161
EDINBURGH ST 800,37.7162127047368,-122.435784748947
27TH AVE 2100,37.7473714178261,-122.484592514348
FILBERT ST 1800,37.7987651224074,-122.429906640185
MINNESOTA ST 500,37.7636631883333,-122.390862195
RETIRO WAY 100,37.8056997172222,-122.438100846111
GOLD MINE DR 300,37.7399616829412,-122.438856952941
QUINTARA ST 1400,37.748672594,-122.480921666
FILLMORE ST 1300,37.7818558814286,-122.432445684286
IRVING ST 3200,37.7628670276923,-122.492600463077
CABRILLO ST 2300,37.7745099416667,-122.483787573889
LARKIN ST 2500,37.80128542,-122.421450805833
SANTA MONICA WAY 100,37.738305756,-122.46286438
BARTOL ST 0,37.79790943,-122.40331162
46TH AVE 2000,37.74829995625,-122.505072671875
MACALLA RD 200,37.8114387333333,-122.365793726667
FILLMORE ST 3300,37.8002385738461,-122.436224783846
MAGELLAN AVE 0,37.74916978,-122.460971953333
BADEN ST 300,37.7327792215385,-122.439691183846
ANDERSON ST 100,37.7409646245455,-122.415115117273
OAKDALE AVE 2100,37.740668565,-122.40064987625
BRODERICK ST 2200,37.7909494678571,-122.442852598571
OCEAN AVE 2300,37.7296685733333,-122.469209116111
VICENTE ST 1300,37.7388479475,-122.4814143325
WINDSOR PL 0,37.8002212053846,-122.40542247
JESSIE ST 500,37.7809271225,-122.4098727325
PACHECO ST 4400,37.7491748533333,-122.507535571667
28TH ST 400,37.7448943745161,-122.432275523226
PARNASSUS AVE 200,37.7644258048387,-122.453497305806
FRANKLIN ST 1900,37.79247845375,-122.42441432625
ABBEY ST 0,37.7634804309677,-122.427267792903
08TH ST 200,37.7756149457143,-122.410743797857
GENEVA AVE 700,37.718463623125,-122.443138121875
17TH AVE 1900,37.7515857119512,-122.474146347561
PALOU AVE 2100,37.7405493678571,-122.401466122857
VERMONT ST 800,37.7588760817391,-122.403682229565
PAGE ST 500,37.773189062,-122.4298049702
ARKANSAS ST 200,37.7632269205,-122.398278707
DARTMOUTH ST 0,37.7303618151351,-122.413457596757
DEL SUR AVE 100,37.74188163,-122.45428647
JOHN F KENNEDY DR 1000,37.77017768,-122.4956233
TURK MURPHY LN 0,37.79758664,-122.409625485
ANNIE ST 0,37.78728192,-122.40155934
FELTON ST 1000,37.727203796,-122.414969502
MULLEN AVE 300,37.7459711953571,-122.405973423571
CLAYTON ST 500,37.7702785375,-122.448655846818
FOLSOM ST 2200,37.761200845,-122.414629575
CALIFORNIA ST 3300,37.787109955625,-122.449219544375
OFARRELL ST 1500,37.7835598657143,-122.430319407857
LAGUNA ST 3200,37.800946321,-122.431296511
JUDAH ST 2500,37.7610673973684,-122.489349415789
18TH ST 3400,37.7618263896078,-122.420619718627
WALLER ST 100,37.77172666,-122.426118075
18TH AVE 1400,37.7608098447222,-122.475798590972
GLENBROOK AVE 100,37.7571490133333,-122.45070061
LINCOLN WAY 2900,37.764692615,-122.4895642725
GEARY BLVD 7900,37.77889929875,-122.50445298625
25TH ST 1900,37.7520040535714,-122.397734285714
24TH ST 4000,37.7513431440845,-122.432866044085
FELL ST 700,37.7751915418518,-122.430151484074
PLYMOUTH AVE 600,37.7163093414286,-122.455883217143
FRANKLIN ST 2000,37.79322468,-122.424577015
46TH AVE 500,37.7781935525454,-122.507138768545
BURR AVE 0,37.7097473609091,-122.414523203636
MULLEN AVE 200,37.7468105376471,-122.407384793529
WESTGATE DR 300,37.73120158,-122.464236
FELL ST 200,37.7760346933333,-122.421878978333
OCTAVIA ST 1600,37.78762243,-122.42647018
BUCHANAN ST 3700,37.8043589883333,-122.433856995
06TH AVE 300,37.7820151672917,-122.464301951667
STOCKTON ST 2200,37.80649543,-122.410403645
LOMBARD ST 1200,37.8015932685294,-122.422155528235
WILLARD ST 200,37.7761956019048,-122.456444996667
39TH AVE 2600,37.7373817720455,-122.496763473636
JEFFERSON ST 1400,37.8055884610811,-122.436360585405
DUBOCE AVE 0,37.7697533131818,-122.421389951818
HUDSON AVE 1500,37.7395240187805,-122.38731725122
BRODERICK ST 900,37.7789916,-122.440393417727
BARNEVELD AVE 300,37.743001323,-122.403338883
GIRARD RD 1000,37.801761425,-122.4531072375
ARMISTEAD RD 1200,37.8051803685714,-122.472268704286
LYON ST 1400,37.7840582936364,-122.44472364
CLAY ST 700,37.7942398142424,-122.405617688182
BUCHANAN ST 2700,37.7953431216667,-122.431706573333
DOWNEY ST 100,37.7660600453521,-122.446983745493
GOETTINGEN ST 1000,37.7190599790625,-122.403335514375
CALIFORNIA ST 900,37.7916083475,-122.40984654
CLIFFORD TER 0,37.7638921359091,-122.443652990455
COLUMBUS AVE 700,37.80156095375,-122.412017418438
OCEAN AVE 4200,37.7320877666667,-122.489339243333
OLMSTEAD ST 900,37.72038225875,-122.41098370125
DE HARO ST 900,37.7577014669565,-122.400949802609
GREENWICH ST 2500,37.7982464497222,-122.441700779444
GREENWICH ST 2000,37.7992878218182,-122.433353884545
MINNESOTA ST 700,37.761150605,-122.390524765
46TH AVE 400,37.7795080333333,-122.507261696667
IRVING ST 1800,37.7635716956522,-122.477674064783
MARINA GREEN DR 0,37.80726703,-122.43785802
CRESCIO CT 0,37.7096715477778,-122.44742727
FILLMORE ST 1600,37.784821467,-122.433337707
LIBERTY ST 400,37.7571700691429,-122.431330790857
CESAR CHAVEZ ST 3500,37.7481493675,-122.42078212
GROVE ST 1800,37.7750074527778,-122.447141026111
TWIN PEAKS BLVD 200,37.7583673642857,-122.448656581429
GENEVA AVE 1300,37.7130861953846,-122.433935494615
VAN DYKE AVE 1200,37.7253328225,-122.38564976875
EUCALYPTUS DR 900,37.73128724,-122.48240419
29TH AVE 2400,37.7416736645455,-122.486368711136
TERRA VISTA AVE 100,37.7811999363636,-122.444573190303
PRESIDIO AVE 100,37.7904595344444,-122.447291055556
OAKDALE AVE 2800,37.7426781666667,-122.404589363333
NORIEGA ST 3400,37.7532297027273,-122.500559783636
TORRENS CT 0,37.79305722,-122.418656525
WALLER ST 700,37.77035735375,-122.435945819063
19TH AVE 700,37.7737829033333,-122.477835807619
RACINE LN 0,37.7126868633333,-122.401736493333
BAKER ST 1500,37.7853607025,-122.4433267905
SHORT ST 0,37.7577520881818,-122.442686248182
MARINA BLVD 300,37.8060105064286,-122.43845556
LAKE ST 2100,37.7858181661538,-122.482559215385
JERSEY ST 200,37.7506848628125,-122.430700262031
MANSELL ST 200,37.7210359666667,-122.403559603333
LINCOLN WAY 1500,37.7653026563636,-122.474534251818
MISSION ST 4700,37.72228668,-122.436662254932
